League,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
2015-2016 NBA Orlando Pro Summer League Stats,Troy Daniels,CHA,4,122.7,54,18,41,.439,12,22,.545,6,8,.750,2,29,31,10,2,0,5,8
2015-2016 NBA Orlando Pro Summer League Stats,Diante Garrett,LAC,5,125.5,53,23,47,.489,3,9,.333,4,9,.444,2,14,16,17,9,2,9,10
2015-2016 NBA Orlando Pro Summer League Stats,Tyler Harvey,ORL,5,82.8,53,19,33,.576,11,22,.500,4,6,.667,1,6,7,10,1,0,6,6
2015-2016 NBA Orlando Pro Summer League Stats,Spencer Dinwiddie,DET,5,114.9,52,14,35,.400,3,11,.273,21,25,.840,2,10,12,17,4,0,19,12
2015-2016 NBA Orlando Pro Summer League Stats,Branden Dawson,LAC,4,102.3,51,24,46,.522,0,2,.000,3,9,.333,17,24,41,4,7,5,11,11
2015-2016 NBA Orlando Pro Summer League Stats,Quinn Cook,OKC,5,105.9,51,20,46,.435,7,21,.333,4,4,1.000,2,15,17,21,2,0,8,11
2015-2016 NBA Orlando Pro Summer League Stats,Mitch McGary,OKC,4,96.1,50,24,42,.571,0,4,.000,2,6,.333,9,19,28,5,8,4,14,13
2015-2016 NBA Orlando Pro Summer League Stats,Zoran Dragic,MIA,4,97.8,49,17,43,.395,6,18,.333,9,14,.643,7,8,15,6,4,0,6,11
2015-2016 NBA Orlando Pro Summer League Stats,Yanick Moreira,LAC,5,125.6,48,19,41,.463,0,0,.000,10,15,.667,12,16,28,2,3,11,2,21
2015-2016 NBA Orlando Pro Summer League Stats,Scottie Wilbekin,ORL,5,111.3,48,16,52,.308,10,26,.385,6,6,1.000,1,9,10,12,7,0,11,9
2015-2016 NBA Orlando Pro Summer League Stats,Jarell Eddie,IND,5,108.7,47,18,41,.439,11,24,.458,0,0,.000,1,11,12,2,2,2,7,7
2015-2016 NBA Orlando Pro Summer League Stats,Darrun Hilliard,DET,5,103.4,47,15,52,.288,4,13,.308,13,14,.929,3,10,13,4,6,1,6,4
2015-2016 NBA Orlando Pro Summer League Stats,Rondae Hollis-Jefferson,BRK,5,140.5,46,19,51,.373,4,13,.308,4,6,.667,10,26,36,11,13,2,9,21
2015-2016 NBA Orlando Pro Summer League Stats,Melvin Ejim,ORL,5,150.3,46,14,31,.452,4,10,.400,14,15,.933,7,27,34,8,5,0,13,18
2015-2016 NBA Orlando Pro Summer League Stats,Justise Winslow,MIA,4,99.0,46,12,35,.343,1,8,.125,21,30,.700,0,9,9,8,4,0,7,5
2015-2016 NBA Orlando Pro Summer League Stats,Adonis Thomas,DET,5,130.0,43,17,54,.315,6,16,.375,3,3,1.000,0,20,20,5,0,0,8,8
2015-2016 NBA Orlando Pro Summer League Stats,Nate Wolters,LAC,3,92.6,42,17,36,.472,3,8,.375,5,7,.714,0,7,7,10,7,3,4,5
2015-2016 NBA Orlando Pro Summer League Stats,Levi Randolph,OKC,5,155.5,42,13,32,.406,2,13,.154,14,20,.700,6,5,11,9,8,1,8,15
2015-2016 NBA Orlando Pro Summer League Stats,Jordan Hamilton,LAC,3,79.1,42,16,37,.432,1,9,.111,9,10,.900,3,13,16,6,1,1,7,8
2015-2016 NBA Orlando Pro Summer League Stats,D.J. Newbill,LAC,4,113.2,41,16,34,.471,1,7,.143,8,8,1.000,3,11,14,11,11,0,6,14
2015-2016 NBA Orlando Pro Summer League Stats,Chris Singleton,ORL,5,119.3,40,16,34,.471,2,6,.333,6,8,.750,10,18,28,7,8,4,5,15
2015-2016 NBA Orlando Pro Summer League Stats,Justin Harper,DET,5,98.8,40,14,35,.400,4,9,.444,8,9,.889,10,13,23,1,7,2,4,18
2015-2016 NBA Orlando Pro Summer League Stats,Tony Crocker,MEM,5,106.2,40,15,33,.455,6,17,.353,4,6,.667,2,7,9,4,4,0,8,16
2015-2016 NBA Orlando Pro Summer League Stats,Dakari Johnson,OKC,5,133.5,38,17,35,.486,0,0,.000,4,7,.571,16,27,43,2,2,2,11,18
2015-2016 NBA Orlando Pro Summer League Stats,Jonathon Simmons,BRK,3,78.8,36,10,24,.417,2,7,.286,14,17,.824,0,14,14,3,2,1,12,12
2015-2016 NBA Orlando Pro Summer League Stats,Tyler Kalinoski,MIA,4,80.3,35,12,26,.462,6,13,.462,5,7,.714,3,6,9,5,2,1,1,5
2015-2016 NBA Orlando Pro Summer League Stats,Jordan Sibert,ORL,3,61.1,34,11,24,.458,6,14,.429,6,6,1.000,1,8,9,5,3,0,6,3
2015-2016 NBA Orlando Pro Summer League Stats,Frank Gaines,OKC,3,70.5,34,13,28,.464,6,14,.429,2,6,.333,1,5,6,1,2,0,4,8
2015-2016 NBA Orlando Pro Summer League Stats,Taylor Braun,ORL,5,107.9,33,12,26,.462,4,8,.500,5,6,.833,4,13,17,9,5,0,6,13
2015-2016 NBA Orlando Pro Summer League Stats,James Ennis,MIA,3,73.7,33,9,26,.346,2,9,.222,13,14,.929,6,11,17,6,3,0,12,7
2015-2016 NBA Orlando Pro Summer League Stats,Markel Brown,BRK,4,83.9,33,11,37,.297,6,16,.375,5,7,.714,2,11,13,9,4,2,9,12
2015-2016 NBA Orlando Pro Summer League Stats,Michael Holyfield,MEM,5,71.5,32,13,23,.565,0,0,.000,6,10,.600,11,10,21,0,2,1,6,15
2015-2016 NBA Orlando Pro Summer League Stats,John Bohannon,ORL,5,110.2,31,12,28,.429,0,1,.000,7,10,.700,8,19,27,7,2,5,8,13
2015-2016 NBA Orlando Pro Summer League Stats,Kevin Murphy,CHA,5,102.6,31,10,22,.455,2,6,.333,9,11,.818,2,12,14,7,4,1,7,11
2015-2016 NBA Orlando Pro Summer League Stats,Cliff Alexander,BRK,5,117.5,31,14,36,.389,0,0,.000,3,6,.500,8,22,30,1,1,4,6,16
2015-2016 NBA Orlando Pro Summer League Stats,Brian Qvale,CHA,5,108.0,30,14,24,.583,0,0,.000,2,4,.500,14,12,26,7,5,8,13,15
2015-2016 NBA Orlando Pro Summer League Stats,Kammeon Holsey,DET,4,79.1,30,12,23,.522,0,0,.000,6,10,.600,8,8,16,3,3,0,3,11
2015-2016 NBA Orlando Pro Summer League Stats,Liam McMorrow,LAC,5,80.3,30,9,11,.818,0,0,.000,12,24,.500,10,16,26,1,1,6,11,24
2015-2016 NBA Orlando Pro Summer League Stats,Trent Lockett,IND,5,110.8,30,11,32,.344,3,9,.333,5,9,.556,5,7,12,12,5,2,9,12
2015-2016 NBA Orlando Pro Summer League Stats,Tyler Johnson,MIA,3,58.2,28,10,25,.400,1,3,.333,7,9,.778,1,11,12,7,1,2,9,4
2015-2016 NBA Orlando Pro Summer League Stats,Andrew Harrison,MEM,5,116.4,27,8,22,.364,2,5,.400,9,13,.692,1,9,10,15,3,0,10,18
2015-2016 NBA Orlando Pro Summer League Stats,Jared Berggren,DET,5,126.4,26,11,21,.524,1,4,.250,3,4,.750,7,18,25,4,1,9,3,12
2015-2016 NBA Orlando Pro Summer League Stats,Mario Hezonja,ORL,2,48.9,26,9,24,.375,4,14,.286,4,6,.667,0,5,5,2,2,0,5,3
2015-2016 NBA Orlando Pro Summer League Stats,Amath M'Baye,IND,6,85.9,25,9,24,.375,3,11,.273,4,5,.800,1,10,11,7,2,2,8,14
2015-2016 NBA Orlando Pro Summer League Stats,Shayne Whittington,IND,2,53.1,24,7,18,.389,2,4,.500,8,11,.727,3,10,13,2,1,0,3,7
2015-2016 NBA Orlando Pro Summer League Stats,Travis Bader,OKC,5,86.6,24,7,26,.269,3,17,.176,7,7,1.000,3,6,9,5,2,0,6,12
2015-2016 NBA Orlando Pro Summer League Stats,Okaro White,MEM,3,93.2,22,8,28,.286,2,8,.250,4,6,.667,4,15,19,1,5,0,4,10
2015-2016 NBA Orlando Pro Summer League Stats,Maurice Walker,ORL,3,58.1,22,8,14,.571,0,0,.000,6,8,.750,2,4,6,3,2,3,5,14
2015-2016 NBA Orlando Pro Summer League Stats,Jonathan Octeus,IND,5,71.0,22,8,19,.421,1,4,.250,5,7,.714,4,4,8,5,6,0,8,12
2015-2016 NBA Orlando Pro Summer League Stats,Jonathan Wallace,CHA,4,61.0,22,8,22,.364,6,14,.429,0,0,.000,2,2,4,8,1,1,8,7
2015-2016 NBA Orlando Pro Summer League Stats,Joshua Smith,MIA,4,49.4,21,8,12,.667,0,0,.000,5,8,.625,8,7,15,4,1,1,5,10
2015-2016 NBA Orlando Pro Summer League Stats,Peyton Siva,ORL,4,93.9,20,6,20,.300,1,10,.100,7,9,.778,1,7,8,18,3,0,11,8
2015-2016 NBA Orlando Pro Summer League Stats,Brandon Davies,ORL,5,63.7,20,7,14,.500,1,3,.333,5,5,1.000,3,8,11,5,1,2,9,18
2015-2016 NBA Orlando Pro Summer League Stats,Glen Rice,ORL,3,51.4,20,6,27,.222,1,9,.111,7,8,.875,4,6,10,1,3,0,4,3
2015-2016 NBA Orlando Pro Summer League Stats,Christian Watford,IND,4,65.7,19,5,16,.313,3,9,.333,6,7,.857,4,11,15,6,3,3,3,5
2015-2016 NBA Orlando Pro Summer League Stats,Rodney McGruder,MIA,5,69.0,19,6,12,.500,2,5,.400,5,5,1.000,2,9,11,4,5,0,5,7
2015-2016 NBA Orlando Pro Summer League Stats,Sundiata Gaines,DET,3,48.7,19,6,18,.333,1,5,.200,6,8,.750,1,4,5,6,0,0,2,1
2015-2016 NBA Orlando Pro Summer League Stats,Alex Kirk,MEM,5,58.2,19,6,19,.316,0,2,.000,7,9,.778,3,8,11,0,1,3,7,8
2015-2016 NBA Orlando Pro Summer League Stats,Talib Zanna,OKC,3,58.4,18,7,14,.500,0,0,.000,4,8,.500,7,13,20,4,2,1,4,7
2015-2016 NBA Orlando Pro Summer League Stats,Arinze Onuaku,IND,4,56.3,18,6,13,.462,1,1,1.000,5,10,.500,2,15,17,2,1,4,5,8
2015-2016 NBA Orlando Pro Summer League Stats,Richard Solomon,OKC,3,44.1,18,8,13,.615,0,0,.000,2,7,.286,4,7,11,0,2,0,2,9
2015-2016 NBA Orlando Pro Summer League Stats,Jordan Morgan,ORL,4,61.5,18,8,22,.364,0,1,.000,2,4,.500,5,12,17,0,1,3,4,12
2015-2016 NBA Orlando Pro Summer League Stats,Mantas Kalnietis,IND,4,52.2,18,7,17,.412,3,6,.500,1,2,.500,2,1,3,14,1,0,12,6
2015-2016 NBA Orlando Pro Summer League Stats,Greg Whittington,MIA,4,69.4,17,7,23,.304,1,6,.167,2,2,1.000,3,12,15,8,7,4,4,9
2015-2016 NBA Orlando Pro Summer League Stats,Darnell Lazare,MEM,3,41.9,17,5,12,.417,0,0,.000,7,7,1.000,2,7,9,1,2,0,2,5
2015-2016 NBA Orlando Pro Summer League Stats,Drew Crawford,ORL,3,49.6,17,7,19,.368,1,7,.143,2,2,1.000,3,7,10,0,3,2,3,6
2015-2016 NBA Orlando Pro Summer League Stats,Raymond Cowels,MEM,5,58.2,17,5,19,.263,3,9,.333,4,5,.800,1,9,10,1,1,0,1,7
2015-2016 NBA Orlando Pro Summer League Stats,Earl Clark,BRK,4,54.6,17,6,21,.286,1,8,.125,4,6,.667,2,10,12,0,2,2,6,5
2015-2016 NBA Orlando Pro Summer League Stats,Nnanna Egwu,ORL,5,99.9,16,6,10,.600,0,0,.000,4,6,.667,6,14,20,2,3,7,4,11
2015-2016 NBA Orlando Pro Summer League Stats,Seth Tuttle,MIA,4,54.6,16,7,10,.700,1,3,.333,1,1,1.000,3,10,13,8,2,2,6,11
2015-2016 NBA Orlando Pro Summer League Stats,Khem Birch,BRK,3,47.8,16,6,10,.600,0,0,.000,4,6,.667,7,5,12,0,0,5,3,4
2015-2016 NBA Orlando Pro Summer League Stats,Jabril Trawick,ORL,2,31.8,16,6,11,.545,1,4,.250,3,4,.750,2,3,5,5,1,0,2,7
2015-2016 NBA Orlando Pro Summer League Stats,"Lenzelle Smith, Jr.",ORL,5,77.2,15,5,16,.313,1,8,.125,4,4,1.000,1,17,18,10,2,1,2,4
2015-2016 NBA Orlando Pro Summer League Stats,James Southerland,OKC,4,28.6,15,5,13,.385,3,8,.375,2,3,.667,3,3,6,0,0,2,3,4
2015-2016 NBA Orlando Pro Summer League Stats,Romero Osby,IND,3,58.1,15,3,18,.167,2,8,.250,7,8,.875,4,9,13,1,0,1,6,7
2015-2016 NBA Orlando Pro Summer League Stats,Kelsey Barlow,DET,2,28.0,14,6,11,.545,2,4,.500,0,0,.000,1,3,4,5,1,1,1,2
2015-2016 NBA Orlando Pro Summer League Stats,Shabazz Napier,MIA,1,17.1,14,4,9,.444,0,2,.000,6,7,.857,1,3,4,6,0,0,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Amath M'Baye,IND,2,43.7,14,5,11,.455,0,3,.000,4,5,.800,1,6,7,2,1,1,3,7
2015-2016 NBA Orlando Pro Summer League Stats,Akil Mitchell,BRK,4,81.2,14,7,19,.368,0,2,.000,0,2,.000,3,11,14,4,1,2,8,8
2015-2016 NBA Orlando Pro Summer League Stats,Eric Griffin,LAC,3,32.5,14,5,12,.417,2,4,.500,2,4,.500,2,0,2,1,0,0,2,4
2015-2016 NBA Orlando Pro Summer League Stats,Solomon Hill,IND,3,80.5,14,4,22,.182,0,5,.000,6,6,1.000,2,7,9,5,1,0,8,13
2015-2016 NBA Orlando Pro Summer League Stats,Gabriel Olaseni,MIA,3,39.6,13,4,8,.500,0,0,.000,5,6,.833,5,3,8,2,0,3,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Tekele Cotton,OKC,4,45.8,13,4,8,.500,0,1,.000,5,6,.833,1,4,5,3,4,1,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Manny Atkins,DET,2,24.3,13,6,11,.545,1,3,.333,0,0,.000,2,5,7,1,1,2,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Jordan Bachynski,ORL,3,25.6,13,5,8,.625,0,0,.000,3,6,.500,1,3,4,0,1,4,2,8
2015-2016 NBA Orlando Pro Summer League Stats,Darius Adams,BRK,4,37.4,13,5,15,.333,3,11,.273,0,0,.000,2,5,7,8,1,0,9,5
2015-2016 NBA Orlando Pro Summer League Stats,Cory Jefferson,BRK,2,35.6,13,4,13,.308,0,1,.000,5,8,.625,3,7,10,0,1,1,5,7
2015-2016 NBA Orlando Pro Summer League Stats,Xavier Thames,BRK,3,35.9,12,5,14,.357,1,5,.200,1,2,.500,2,1,3,1,3,2,2,3
2015-2016 NBA Orlando Pro Summer League Stats,DaVonte Lacy,IND,4,78.2,12,5,21,.238,2,12,.167,0,0,.000,3,5,8,5,2,0,1,8
2015-2016 NBA Orlando Pro Summer League Stats,Philip Scrubb,MEM,5,63.1,11,3,15,.200,1,6,.167,4,4,1.000,3,11,14,8,1,1,4,1
2015-2016 NBA Orlando Pro Summer League Stats,Ben Vozzola,BRK,2,36.4,11,4,11,.364,3,7,.429,0,0,.000,2,7,9,2,2,1,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Justin Burrell,CHA,5,55.9,11,4,10,.400,1,2,.500,2,4,.500,7,8,15,4,1,0,5,6
2015-2016 NBA Orlando Pro Summer League Stats,Elfrid Payton,ORL,2,51.1,11,4,13,.308,1,4,.250,2,5,.400,1,2,3,13,4,0,9,4
2015-2016 NBA Orlando Pro Summer League Stats,Amath M'Baye,IND,4,42.1,11,4,13,.308,3,8,.375,0,0,.000,0,4,4,5,1,1,5,7
2015-2016 NBA Orlando Pro Summer League Stats,JaMychal Green,MEM,1,5.5,10,4,5,.800,0,1,.000,2,3,.667,0,0,0,0,1,0,0,0
2015-2016 NBA Orlando Pro Summer League Stats,"Juwan Howard, Jr.",MIA,2,26.2,10,4,13,.308,2,6,.333,0,0,.000,1,0,1,3,2,0,0,3
2015-2016 NBA Orlando Pro Summer League Stats,Terrence Drisdom,ORL,2,35.5,9,4,11,.364,1,3,.333,0,0,.000,1,6,7,1,1,2,0,0
2015-2016 NBA Orlando Pro Summer League Stats,David Wear,DET,2,37.9,9,2,11,.182,1,6,.167,4,4,1.000,3,9,12,2,0,0,0,3
2015-2016 NBA Orlando Pro Summer League Stats,Mike Cobbins,OKC,3,28.1,9,4,8,.500,0,0,.000,1,2,.500,4,4,8,0,0,2,3,7
2015-2016 NBA Orlando Pro Summer League Stats,Travis Trice,MIA,3,34.8,9,4,13,.308,1,6,.167,0,0,.000,1,2,3,7,1,0,3,4
2015-2016 NBA Orlando Pro Summer League Stats,TaShawn Thomas,ORL,4,40.0,8,4,12,.333,0,0,.000,0,0,.000,4,12,16,4,0,0,1,7
2015-2016 NBA Orlando Pro Summer League Stats,Billy Baron,DET,2,18.8,8,2,10,.200,2,8,.250,2,2,1.000,0,4,4,2,3,1,2,1
2015-2016 NBA Orlando Pro Summer League Stats,Steven Gray,BRK,2,37.2,8,4,9,.444,0,5,.000,0,2,.000,0,2,2,4,1,0,2,2
2015-2016 NBA Orlando Pro Summer League Stats,Daniel Coursey,ORL,3,39.2,7,3,13,.231,0,0,.000,1,2,.500,2,3,5,1,1,0,1,7
2015-2016 NBA Orlando Pro Summer League Stats,Austin Hollins,BRK,3,39.6,6,3,13,.231,0,7,.000,0,0,.000,0,0,0,0,2,0,2,6
2015-2016 NBA Orlando Pro Summer League Stats,Geron Johnson,LAC,4,53.7,4,1,19,.053,0,10,.000,2,4,.500,4,4,8,9,6,0,3,8
2015-2016 NBA Orlando Pro Summer League Stats,Keith Rendleman,CHA,3,16.3,4,2,2,1.000,0,0,.000,0,0,.000,1,1,2,0,1,1,2,3
2015-2016 NBA Orlando Pro Summer League Stats,Daniel Coursey,ORL,1,21.5,4,2,4,.500,0,0,.000,0,0,.000,1,2,3,0,1,0,0,5
2015-2016 NBA Orlando Pro Summer League Stats,Justin Cobbs,CHA,3,40.3,4,1,7,.143,0,0,.000,2,2,1.000,0,1,1,6,1,0,3,2
2015-2016 NBA Orlando Pro Summer League Stats,Kevin Jones,OKC,2,11.3,4,1,4,.250,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Josh Gasser,BRK,3,47.9,3,1,7,.143,1,5,.200,0,0,.000,2,6,8,1,2,0,2,5
2015-2016 NBA Orlando Pro Summer League Stats,Matt Stainbrook,IND,1,4.3,3,1,1,1.000,0,0,.000,1,4,.250,0,0,0,0,0,0,0,0
2015-2016 NBA Orlando Pro Summer League Stats,Daniel Coursey,ORL,2,17.8,3,1,9,.111,0,0,.000,1,2,.500,1,1,2,1,0,0,1,2
2015-2016 NBA Orlando Pro Summer League Stats,Alan Williams,CHA,3,24.4,3,1,9,.111,0,0,.000,1,2,.500,2,5,7,0,0,1,2,10
2015-2016 NBA Orlando Pro Summer League Stats,Josh Cameron,MEM,1,6.2,2,1,1,1.000,0,0,.000,0,0,.000,0,1,1,1,0,0,0,0
2015-2016 NBA Orlando Pro Summer League Stats,Kendall Gray,DET,3,24.9,2,1,3,.333,0,0,.000,0,0,.000,1,4,5,0,1,1,1,9
2015-2016 NBA Orlando Pro Summer League Stats,Royce White,LAC,3,23.2,2,1,6,.167,0,0,.000,0,2,.000,1,1,2,2,0,1,4,3
2015-2016 NBA Orlando Pro Summer League Stats,Reigarvius Williams,ORL,1,0.9,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0
2015-2016 NBA Orlando Pro Summer League Stats,James Nunnally,IND,1,10.8,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,2,0,0,1,1
2015-2016 NBA Orlando Pro Summer League Stats,Ralston Turner,CHA,2,15.4,0,0,4,.000,0,3,.000,0,0,.000,1,1,2,0,2,1,1,2
2015-2016 NBA Orlando Pro Summer League Stats,Ky Madden,MEM,1,3.4,0,0,1,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,1
2015-2016 NBA Orlando Pro Summer League Stats,Adam Kemp,DET,3,27.4,0,0,2,.000,0,0,.000,0,0,.000,0,4,4,0,0,1,3,11
2016-2017 NBA Orlando Pro Summer League Stats,Vander Blue,DAL,5,149.2,87,27,66,.409,8,20,.400,25,33,.758,4,13,17,13,7,0,20,14
2016-2017 NBA Orlando Pro Summer League Stats,Treveon Graham,ORL,5,145.1,80,29,52,.558,5,13,.385,17,27,.630,2,15,17,16,6,0,8,9
2016-2017 NBA Orlando Pro Summer League Stats,Stanley Johnson,DET,5,155.5,80,27,76,.355,8,30,.267,18,18,1.000,8,29,37,12,11,0,11,12
2016-2017 NBA Orlando Pro Summer League Stats,Glenn Robinson,IND,5,135.6,78,32,65,.492,8,21,.381,6,11,.545,3,25,28,10,6,0,12,7
2016-2017 NBA Orlando Pro Summer League Stats,Brice Johnson,LAC,5,155.3,77,30,60,.500,0,2,.000,17,20,.850,6,28,34,8,4,3,25,31
2016-2017 NBA Orlando Pro Summer League Stats,Cameron Payne,OKC,4,120.0,75,24,55,.436,4,14,.286,23,26,.885,3,15,18,16,6,0,10,15
2016-2017 NBA Orlando Pro Summer League Stats,Arinze Onuaku,ORL,5,122.0,74,30,48,.625,0,0,.000,14,31,.452,18,31,49,3,2,6,15,19
2016-2017 NBA Orlando Pro Summer League Stats,Nick Johnson,ORL,5,156.8,72,24,65,.369,9,23,.391,15,20,.750,1,19,20,37,13,1,17,6
2016-2017 NBA Orlando Pro Summer League Stats,Lorenzo Brown,DET,5,151.0,71,26,49,.531,3,8,.375,16,20,.800,3,14,17,10,18,1,11,6
2016-2017 NBA Orlando Pro Summer League Stats,Ron Baker,NYK,5,148.0,70,22,55,.400,10,27,.370,16,20,.800,8,20,28,12,14,0,15,16
2016-2017 NBA Orlando Pro Summer League Stats,Justin Dentmon,ORL,5,155.6,69,23,56,.411,9,27,.333,14,17,.824,2,14,16,23,5,0,15,22
2016-2017 NBA Orlando Pro Summer League Stats,Semaj Christon,OKC,4,133.9,67,24,51,.471,2,6,.333,17,23,.739,1,13,14,17,10,1,8,11
2016-2017 NBA Orlando Pro Summer League Stats,Henry Ellenson,DET,5,147.1,62,18,58,.310,6,26,.231,20,27,.741,10,27,37,1,1,2,10,10
2016-2017 NBA Orlando Pro Summer League Stats,Brandon Paul,CHA,5,140.4,61,20,52,.385,9,24,.375,12,15,.800,4,26,30,9,8,2,8,6
2016-2017 NBA Orlando Pro Summer League Stats,Darius Adams,DAL,5,114.3,60,19,55,.345,10,27,.370,12,14,.857,3,10,13,23,8,2,12,14
2016-2017 NBA Orlando Pro Summer League Stats,Dakari Johnson,OKC,5,127.7,58,19,43,.442,0,0,.000,20,37,.541,21,22,43,8,5,4,16,18
2016-2017 NBA Orlando Pro Summer League Stats,Casey Prather,DAL,5,124.1,58,23,49,.469,6,15,.400,6,9,.667,6,15,21,6,8,2,5,19
2016-2017 NBA Orlando Pro Summer League Stats,Andre Dawkins,DAL,5,114.6,58,19,37,.514,9,20,.450,11,14,.786,3,10,13,6,3,0,5,13
2016-2017 NBA Orlando Pro Summer League Stats,Deshaun Thomas,CHA,5,121.5,57,23,49,.469,4,15,.267,7,11,.636,10,11,21,4,6,0,5,9
2016-2017 NBA Orlando Pro Summer League Stats,Aaron Harrison,CHA,4,136.1,57,16,52,.308,4,21,.190,21,27,.778,0,18,18,14,1,5,17,15
2016-2017 NBA Orlando Pro Summer League Stats,Mitch McGary,OKC,4,99.9,56,22,41,.537,2,2,1.000,10,17,.588,4,13,17,6,9,0,9,8
2016-2017 NBA Orlando Pro Summer League Stats,Kevin Murphy,ORL,5,132.6,56,19,45,.422,3,16,.188,15,16,.938,1,20,21,4,6,1,12,18
2016-2017 NBA Orlando Pro Summer League Stats,Chasson Randle,NYK,3,88.6,55,20,42,.476,11,20,.550,4,5,.800,3,10,13,15,9,2,9,4
2016-2017 NBA Orlando Pro Summer League Stats,Andrew Andrews,LAC,5,143.2,55,16,40,.400,3,13,.231,20,26,.769,5,17,22,16,11,1,10,15
2016-2017 NBA Orlando Pro Summer League Stats,Devyn Marble,ORL,5,120.4,53,19,48,.396,4,17,.235,11,15,.733,1,8,9,12,11,2,7,11
2016-2017 NBA Orlando Pro Summer League Stats,Marquis Teague,DAL,5,101.7,53,20,44,.455,4,8,.500,9,16,.563,1,10,11,18,8,0,10,16
2016-2017 NBA Orlando Pro Summer League Stats,Diamond Stone,LAC,5,121.8,52,23,44,.523,0,0,.000,6,7,.857,10,18,28,3,4,4,13,23
2016-2017 NBA Orlando Pro Summer League Stats,Georges Niang,IND,5,118.7,51,20,35,.571,5,13,.385,6,6,1.000,5,26,31,13,6,0,16,18
2016-2017 NBA Orlando Pro Summer League Stats,J.P. Tokoto,NYK,5,135.1,51,18,45,.400,2,7,.286,13,21,.619,4,17,21,7,10,4,18,17
2016-2017 NBA Orlando Pro Summer League Stats,Mike Tobey,CHA,5,104.1,50,24,36,.667,0,2,.000,2,4,.500,18,16,34,3,5,8,0,22
2016-2017 NBA Orlando Pro Summer League Stats,Branden Dawson,LAC,5,100.8,50,20,32,.625,0,0,.000,10,15,.667,12,21,33,6,3,2,12,6
2016-2017 NBA Orlando Pro Summer League Stats,Josh Richardson,MIA,3,92.9,50,17,36,.472,3,11,.273,13,16,.813,1,3,4,14,3,2,5,7
2016-2017 NBA Orlando Pro Summer League Stats,Gabe York,CHA,5,101.5,49,19,42,.452,7,22,.318,4,4,1.000,1,11,12,8,2,0,8,13
2016-2017 NBA Orlando Pro Summer League Stats,Justise Winslow,MIA,3,86.9,49,14,47,.298,4,17,.235,17,21,.810,1,10,11,7,6,2,7,6
2016-2017 NBA Orlando Pro Summer League Stats,Joe Young,IND,4,97.6,46,18,40,.450,6,16,.375,4,6,.667,0,10,10,16,2,1,11,6
2016-2017 NBA Orlando Pro Summer League Stats,Stephen Zimmerman,ORL,5,126.0,45,20,48,.417,0,0,.000,5,11,.455,14,15,29,7,1,12,15,14
2016-2017 NBA Orlando Pro Summer League Stats,DaJuan Summers,NYK,5,96.5,44,16,38,.421,6,14,.429,6,6,1.000,0,8,8,4,3,0,11,10
2016-2017 NBA Orlando Pro Summer League Stats,David Michineau,LAC,5,136.2,41,15,52,.288,0,7,.000,11,18,.611,0,6,6,21,3,2,21,18
2016-2017 NBA Orlando Pro Summer League Stats,Okaro White,ORL,5,86.6,40,14,27,.519,0,6,.000,12,17,.706,15,15,30,4,6,4,5,11
2016-2017 NBA Orlando Pro Summer League Stats,Rodney McGruder,MIA,4,92.8,40,16,30,.533,7,16,.438,1,2,.500,9,10,19,4,5,0,2,1
2016-2017 NBA Orlando Pro Summer League Stats,Josh Huestis,OKC,4,114.9,38,12,36,.333,4,10,.400,10,16,.625,5,19,24,2,4,2,7,5
2016-2017 NBA Orlando Pro Summer League Stats,Devin Booker,NYK,4,83.3,37,13,31,.419,0,0,.000,11,14,.786,10,8,18,7,5,2,5,10
2016-2017 NBA Orlando Pro Summer League Stats,Rakeem Christmas,IND,5,96.1,36,15,25,.600,0,0,.000,6,13,.462,9,18,27,3,6,7,12,19
2016-2017 NBA Orlando Pro Summer League Stats,Shayne Whittington,IND,5,86.6,36,12,25,.480,2,2,1.000,10,16,.625,5,15,20,1,4,7,3,15
2016-2017 NBA Orlando Pro Summer League Stats,Patricio Garino,ORL,3,91.6,36,11,26,.423,5,13,.385,9,11,.818,3,7,10,10,6,2,6,14
2016-2017 NBA Orlando Pro Summer League Stats,Tyler Harvey,ORL,5,100.4,35,12,42,.286,7,27,.259,4,6,.667,1,6,7,5,2,0,8,5
2016-2017 NBA Orlando Pro Summer League Stats,Scotty Hopson,IND,4,75.2,33,13,23,.565,2,5,.400,5,12,.417,3,7,10,5,0,1,9,8
2016-2017 NBA Orlando Pro Summer League Stats,Tomislav Zubcic,OKC,5,69.1,32,10,25,.400,5,16,.313,7,10,.700,2,8,10,5,2,0,4,14
